0	0.4184945035210894	2000
1	0.7880542758363428	4000
9	0.7968023580951292	6000
15	0.7870449688901565	8000
20	0.8113392637668241	10000
28	0.8000121037404079	12000
34	0.7827468375006145	14000
37	0.7973581102649977	16000
41	0.7965716013964763	18000
43	0.7861411553446156	20000
45	0.791476942006386	22000
52	0.80408896644762	24000
53	0.791440656413789	26000
53	0.8116521966796025	28000
54	0.8298317249592816	30000
54	0.8378867091090224	32000
56	0.8114781375478265	34000
58	0.8078263443975171	36000
58	0.8033254764214957	38000
58	0.8136655857241091	40000
59	0.8188739874935035	42000
59	0.8058838935228756	44000
59	0.797231033944397	46000
59	0.8070774763732433	48000
59	0.8066588496004626	50000
